foa_id,title,agency,open_date,close_date,eligibility,description,source_url,tags,award_ceiling,award_floor,expected_awards
BH-009-FY2024,BOLD ACADEMIC FELLOWSHIPS PROGRAM,U.S. Mission to Bosnia and Herzegovina,2024-04-18,2024-06-14,"Others (see text field entitled ""Additional Information on Eligibility"" for clarification)","The United States Embassy in Bosnia and Herzegovina (BiH), through the Office of Public Diplomacy Section (PDS), is pleased to announce a Notice of Funding Opportunity to design and implement the BOLD Academic Fellowship Program on Economic Development. PDS invites proposal submissions from U.S. public and private non-profit organizations and accredited U.S. post-secondary educational institutions (community colleges, liberal arts colleges, public and private universities) meeting the provisions described in Internal Revenue Code section 26 USC 501(c)(3) (see section III, Eligibility Information) to design and implement the BOLD (Balkanski Omladinski Lideri, Balkan Young Leaders) Academic Fellowship for BiH Student Leaders on Economic Development, pending the availability of Fiscal Year 2023/2024 Assistance to Europe, Eurasia and Central Asia (AEECA) funds.",https://grants.gov/search-results-detail/353584,Education; Humanities / Arts; Social Sciences,"$140,000","$1,000",1
